DOY,hour,SoilT,SoilM,flux,time
256,18,14.86186709,0.219952532,NA,256.375
256,19,14.86503165,0.219939873,NA,256.3958333
256,2,14.81123418,0.220155063,NA,256.0416667
256,20,14.8681962,0.219927215,NA,256.4166667
256,21,14.87136076,0.219914557,NA,256.4375
256,22,14.87452532,0.219901899,NA,256.4583333
256,23,14.87768987,0.219889241,NA,256.4791667
256,3,14.81439873,0.220142405,NA,256.0625
256,4,14.81756329,0.220129747,NA,256.0833333
256,5,14.82072785,0.220117089,NA,256.1041667
256,6,14.82389241,0.22010443,NA,256.125
256,7,14.82705696,0.220091772,NA,256.1458333
256,8,14.83022152,0.220079114,NA,256.1666667
256,9,14.83338608,0.220066456,NA,256.1875
257,0,14.88085443,0.219876582,NA,257
257,1,14.88401899,0.219863924,NA,257.0208333
257,10,14.9125,0.21975,NA,257.2083333
257,11,14.91566456,0.219737342,NA,257.2291667
257,12,14.91882911,0.219724684,NA,257.25
257,13,14.92199367,0.219712025,NA,257.2708333
257,14,14.92515823,0.219699367,NA,257.2916667
257,15,14.92832278,0.219686709,NA,257.3125
257,16,14.93148734,0.219674051,NA,257.3333333
257,17,14.9346519,0.219661392,NA,257.3541667
257,18,14.93781646,0.219648734,NA,257.375
257,19,14.94098101,0.219636076,NA,257.3958333
257,2,14.88718354,0.219851266,NA,257.0416667
257,20,14.94414557,0.219623418,NA,257.4166667
257,21,14.94731013,0.219610759,NA,257.4375
257,22,14.95047468,0.219598101,NA,257.4583333
257,23,14.95363924,0.219585443,NA,257.4791667
257,3,14.8903481,0.219838608,NA,257.0625
257,4,14.89351266,0.219825949,NA,257.0833333
257,5,14.89667722,0.219813291,NA,257.1041667
257,6,14.89984177,0.219800633,NA,257.125
257,7,14.90300633,0.219787975,NA,257.1458333
257,8,14.90617089,0.219775316,NA,257.1666667
257,9,14.90933544,0.219762658,NA,257.1875
258,0,14.9568038,0.219572785,NA,258
258,1,14.95996835,0.219560127,NA,258.0208333
258,10,14.98844937,0.219446203,NA,258.2083333
258,11,14.99161392,0.219433544,NA,258.2291667
258,12,14.99477848,0.219420886,NA,258.25
258,13,14.99794304,0.219408228,NA,258.2708333
258,14,15.00110759,0.21939557,NA,258.2916667
258,15,15.00427215,0.219382911,NA,258.3125
258,16,15.00743671,0.219370253,NA,258.3333333
258,17,15.01060127,0.219357595,NA,258.3541667
258,18,15.01376582,0.219344937,NA,258.375
258,19,15.01693038,0.219332278,NA,258.3958333
258,2,14.96313291,0.219547468,NA,258.0416667
258,20,15.02009494,0.21931962,NA,258.4166667
258,21,15.02325949,0.219306962,NA,258.4375
258,22,15.02642405,0.219294304,NA,258.4583333
258,23,15.02958861,0.219281646,NA,258.4791667
258,3,14.96629747,0.21953481,NA,258.0625
258,4,14.96946203,0.219522152,NA,258.0833333
258,5,14.97262658,0.219509494,NA,258.1041667
258,6,14.97579114,0.219496835,NA,258.125
258,7,14.9789557,0.219484177,NA,258.1458333
258,8,14.98212025,0.219471519,NA,258.1666667
258,9,14.98528481,0.219458861,NA,258.1875
259,0,15.03275316,0.219268987,NA,259
259,1,15.03591772,0.219256329,NA,259.0208333
259,10,15.06439873,0.219142405,NA,259.2083333
259,11,15.06756329,0.219129747,NA,259.2291667
259,12,15.07072785,0.219117089,NA,259.25
259,13,15.07389241,0.21910443,NA,259.2708333
259,14,15.07705696,0.219091772,NA,259.2916667
259,15,15.08022152,0.219079114,NA,259.3125
259,16,15.08338608,0.219066456,NA,259.3333333
259,17,15.08655063,0.219053797,NA,259.3541667
259,18,15.08971519,0.219041139,NA,259.375
259,19,15.09287975,0.219028481,NA,259.3958333
259,2,15.03908228,0.219243671,NA,259.0416667
259,20,15.0960443,0.219015823,NA,259.4166667
259,21,15.09920886,0.219003165,NA,259.4375
259,22,15.10237342,0.218990506,NA,259.4583333
259,23,15.10553797,0.218977848,NA,259.4791667
259,3,15.04224684,0.219231013,NA,259.0625
259,4,15.04541139,0.219218354,NA,259.0833333
259,5,15.04857595,0.219205696,NA,259.1041667
259,6,15.05174051,0.219193038,NA,259.125
259,7,15.05490506,0.21918038,NA,259.1458333
259,8,15.05806962,0.219167722,NA,259.1666667
259,9,15.06123418,0.219155063,NA,259.1875
260,0,15.10870253,0.21896519,NA,260
260,1,15.11186709,0.218952532,NA,260.0208333
260,10,15.1403481,0.218838608,NA,260.2083333
260,11,15.14351266,0.218825949,NA,260.2291667
260,12,15.14667722,0.218813291,NA,260.25
260,13,15.14984177,0.218800633,NA,260.2708333
260,14,15.15300633,0.218787975,NA,260.2916667
260,15,15.15617089,0.218775316,NA,260.3125
260,16,15.15933544,0.218762658,NA,260.3333333
260,17,15.1625,0.21875,NA,260.3541667
260,18,15.16566456,0.218737342,NA,260.375
260,19,15.16882911,0.218724684,NA,260.3958333
260,2,15.11503165,0.218939873,NA,260.0416667
260,20,15.17199367,0.218712025,NA,260.4166667
260,21,15.17515823,0.218699367,NA,260.4375
260,22,15.17832278,0.218686709,NA,260.4583333
260,23,15.18148734,0.218674051,NA,260.4791667
260,3,15.1181962,0.218927215,NA,260.0625
260,4,15.12136076,0.218914557,NA,260.0833333
260,5,15.12452532,0.218901899,NA,260.1041667
260,6,15.12768987,0.218889241,NA,260.125
260,7,15.13085443,0.218876582,NA,260.1458333
260,8,15.13401899,0.218863924,NA,260.1666667
260,9,15.13718354,0.218851266,NA,260.1875
261,0,15.1846519,0.218661392,NA,261
261,1,15.18781646,0.218648734,NA,261.0208333
261,10,15.21629747,0.21853481,NA,261.2083333
261,11,15.21946203,0.218522152,NA,261.2291667
261,12,15.22262658,0.218509494,NA,261.25
261,13,15.22579114,0.218496835,NA,261.2708333
261,14,15.2289557,0.218484177,NA,261.2916667
261,15,15.23212025,0.218471519,NA,261.3125
261,16,15.23528481,0.218458861,NA,261.3333333
261,17,15.23844937,0.218446203,NA,261.3541667
261,18,15.24161392,0.218433544,NA,261.375
261,19,15.24477848,0.218420886,NA,261.3958333
261,2,15.19098101,0.218636076,NA,261.0416667
261,20,15.24794304,0.218408228,NA,261.4166667
261,21,15.25110759,0.21839557,NA,261.4375
261,22,15.25427215,0.218382911,NA,261.4583333
261,23,15.25743671,0.218370253,NA,261.4791667
261,3,15.19414557,0.218623418,NA,261.0625
261,4,15.19731013,0.218610759,NA,261.0833333
261,5,15.20047468,0.218598101,NA,261.1041667
261,6,15.20363924,0.218585443,NA,261.125
261,7,15.2068038,0.218572785,NA,261.1458333
261,8,15.20996835,0.218560127,NA,261.1666667
261,9,15.21313291,0.218547468,NA,261.1875
262,0,15.26060127,0.218357595,NA,262
262,1,15.26376582,0.218344937,NA,262.0208333
262,10,15.29224684,0.218231013,NA,262.2083333
262,11,15.29541139,0.218218354,NA,262.2291667
262,12,15.29857595,0.218205696,NA,262.25
262,13,15.30174051,0.218193038,NA,262.2708333
262,14,15.30490506,0.21818038,NA,262.2916667
262,15,15.30806962,0.218167722,NA,262.3125
262,16,15.31123418,0.218155063,NA,262.3333333
262,17,15.31439873,0.218142405,NA,262.3541667
262,18,15.31756329,0.218129747,NA,262.375
262,19,15.32072785,0.218117089,NA,262.3958333
262,2,15.26693038,0.218332278,NA,262.0416667
262,20,15.32389241,0.21810443,NA,262.4166667
262,21,15.32705696,0.218091772,NA,262.4375
262,22,15.33022152,0.218079114,NA,262.4583333
262,23,15.33338608,0.218066456,NA,262.4791667
262,3,15.27009494,0.21831962,NA,262.0625
262,4,15.27325949,0.218306962,NA,262.0833333
262,5,15.27642405,0.218294304,NA,262.1041667
262,6,15.27958861,0.218281646,NA,262.125
262,7,15.28275316,0.218268987,NA,262.1458333
262,8,15.28591772,0.218256329,NA,262.1666667
262,9,15.28908228,0.218243671,NA,262.1875
263,0,15.33655063,0.218053797,NA,263
263,1,15.33971519,0.218041139,NA,263.0208333
263,10,15.3681962,0.217927215,NA,263.2083333
263,11,15.37136076,0.217914557,NA,263.2291667
263,12,15.37452532,0.217901899,NA,263.25
263,13,15.37768987,0.217889241,NA,263.2708333
263,14,15.38085443,0.217876582,NA,263.2916667
263,15,15.38401899,0.217863924,NA,263.3125
263,16,15.38718354,0.217851266,NA,263.3333333
263,17,15.3903481,0.217838608,NA,263.3541667
263,18,15.39351266,0.217825949,NA,263.375
263,19,15.39667722,0.217813291,NA,263.3958333
263,2,15.34287975,0.218028481,NA,263.0416667
263,20,15.39984177,0.217800633,NA,263.4166667
263,21,15.40300633,0.217787975,NA,263.4375
263,22,15.40617089,0.217775316,NA,263.4583333
263,23,15.40933544,0.217762658,NA,263.4791667
263,3,15.3460443,0.218015823,NA,263.0625
263,4,15.34920886,0.218003165,NA,263.0833333
263,5,15.35237342,0.217990506,NA,263.1041667
263,6,15.35553797,0.217977848,NA,263.125
263,7,15.35870253,0.21796519,NA,263.1458333
263,8,15.36186709,0.217952532,NA,263.1666667
263,9,15.36503165,0.217939873,NA,263.1875
264,0,15.4125,0.21775,NA,264
264,1,15.41566456,0.217737342,NA,264.0208333
264,10,15.44414557,0.217623418,NA,264.2083333
264,11,15.44731013,0.217610759,NA,264.2291667
264,12,15.45047468,0.217598101,NA,264.25
264,13,15.45363924,0.217585443,NA,264.2708333
264,14,15.4568038,0.217572785,NA,264.2916667
264,15,15.45996835,0.217560127,NA,264.3125
264,16,15.46313291,0.217547468,NA,264.3333333
264,17,15.46629747,0.21753481,NA,264.3541667
264,18,15.46946203,0.217522152,NA,264.375
264,19,15.47262658,0.217509494,NA,264.3958333
264,2,15.41882911,0.217724684,NA,264.0416667
264,20,15.47579114,0.217496835,NA,264.4166667
264,21,15.4789557,0.217484177,NA,264.4375
264,22,15.48212025,0.217471519,NA,264.4583333
264,23,15.48528481,0.217458861,NA,264.4791667
264,3,15.42199367,0.217712025,NA,264.0625
264,4,15.42515823,0.217699367,NA,264.0833333
264,5,15.42832278,0.217686709,NA,264.1041667
264,6,15.43148734,0.217674051,NA,264.125
264,7,15.4346519,0.217661392,NA,264.1458333
264,8,15.43781646,0.217648734,NA,264.1666667
264,9,15.44098101,0.217636076,NA,264.1875
265,0,15.48844937,0.217446203,NA,265
265,1,15.49161392,0.217433544,NA,265.0208333
265,10,15.52009494,0.21731962,NA,265.2083333
265,11,15.52325949,0.217306962,NA,265.2291667
265,12,15.52642405,0.217294304,NA,265.25
265,13,15.52958861,0.217281646,NA,265.2708333
265,14,15.53275316,0.217268987,NA,265.2916667
265,15,15.53591772,0.217256329,NA,265.3125
265,16,15.53908228,0.217243671,NA,265.3333333
265,17,15.54224684,0.217231013,NA,265.3541667
265,18,15.54541139,0.217218354,NA,265.375
265,19,15.54857595,0.217205696,NA,265.3958333
265,2,15.49477848,0.217420886,NA,265.0416667
265,20,15.55174051,0.217193038,NA,265.4166667
265,21,15.55490506,0.21718038,NA,265.4375
265,22,15.55806962,0.217167722,NA,265.4583333
265,23,15.56123418,0.217155063,NA,265.4791667
265,3,15.49794304,0.217408228,NA,265.0625
265,4,15.50110759,0.21739557,NA,265.0833333
265,5,15.50427215,0.217382911,NA,265.1041667
265,6,15.50743671,0.217370253,NA,265.125
265,7,15.51060127,0.217357595,NA,265.1458333
265,8,15.51376582,0.217344937,NA,265.1666667
265,9,15.51693038,0.217332278,NA,265.1875
266,0,15.56439873,0.217142405,NA,266
266,1,15.56756329,0.217129747,NA,266.0208333
266,10,15.5960443,0.217015823,NA,266.2083333
266,11,15.59920886,0.217003165,0.0007126,266.2291667
266,12,15.7,0.217,0.0004901,266.25
266,13,15.7,0.217,0.00062755,266.2708333
266,14,15.55,0.217,0.0006362,266.2916667
266,15,15.45,0.217,0.00075675,266.3125
266,16,15.5,0.217,0.0006409,266.3333333
266,17,15.45,0.217,0.0006711,266.3541667
266,18,15.5,0.217,0.0007616,266.375
266,19,15.45,0.217,0.000645,266.3958333
266,2,15.57072785,0.217117089,NA,266.0416667
266,20,15.3,0.217,0.00089075,266.4166667
266,21,15.2,0.217,0.00083175,266.4375
266,22,15.1,0.217,0.0006276,266.4583333
266,23,15.05,0.217,0.00060495,266.4791667
266,3,15.57389241,0.21710443,NA,266.0625
266,4,15.57705696,0.217091772,NA,266.0833333
266,5,15.58022152,0.217079114,NA,266.1041667
266,6,15.58338608,0.217066456,NA,266.125
266,7,15.58655063,0.217053797,NA,266.1458333
266,8,15.58971519,0.217041139,NA,266.1666667
266,9,15.59287975,0.217028481,NA,266.1875
267,0,14.9,0.217,0.00055715,267
267,1,14.85,0.217,0.0005557,267.0208333
267,10,14.35,0.217,0.00051255,267.2083333
267,11,14.45,0.217,0.00041865,267.2291667
267,12,14.35,0.2165,0.00045345,267.25
267,13,14.3,0.216,0.0005246,267.2708333
267,14,14.2,0.216,0.0004748,267.2916667
267,15,14.15,0.216,0.00051235,267.3125
267,16,14.1,0.216,0.0005374,267.3333333
267,17,14.1,0.215,0.0005418,267.3541667
267,18,14,0.215,0.0006022,267.375
267,19,14,0.215,0.00057945,267.3958333
267,2,14.75,0.217,0.0005534,267.0416667
267,20,13.85,0.215,0.0005893,267.4166667
267,21,13.8,0.215,0.0006891,267.4375
267,22,13.65,0.215,0.0006199,267.4583333
267,23,13.55,0.215,0.0005055,267.4791667
267,3,14.6,0.217,0.00060995,267.0625
267,4,14.55,0.217,0.000555,267.0833333
267,5,14.45,0.217,0.00056985,267.1041667
267,6,14.4,0.217,0.0004949,267.125
267,7,14.35,0.217,0.0004994,267.1458333
267,8,14.4,0.217,0.0003844,267.1666667
267,9,14.35,0.217,0.0004111,267.1875
268,0,13.45,0.215,0.00066255,268
268,1,13.3,0.2145,0.0006273,268.0208333
268,10,13.1,0.214,0.0005158,268.2083333
268,11,13.5,0.214,0.0004463,268.2291667
268,12,13.3,0.214,0.000499,268.25
268,13,13.2,0.214,0.00047805,268.2708333
268,14,13.3,0.214,0.0004667,268.2916667
268,15,13.25,0.214,0.0005206,268.3125
268,16,13.3,0.2135,0.0005873,268.3333333
268,17,13.2,0.213,0.0005322,268.3541667
268,18,13.3,0.213,0.0005368,268.375
268,19,13.3,0.213,0.0005084,268.3958333
268,2,13.2,0.215,0.0005927,268.0416667
268,20,13.15,0.213,0.0005264,268.4166667
268,21,13.1,0.213,0.00060685,268.4375
268,22,13,0.213,0.0005061,268.4583333
268,23,12.95,0.213,0.00048175,268.4791667
268,3,13.05,0.215,0.0005722,268.0625
268,4,13,0.2145,0.0005463,268.0833333
268,5,12.85,0.215,0.00053455,268.1041667
268,6,12.8,0.215,0.00058405,268.125
268,7,12.95,0.215,0.00050995,268.1458333
268,8,13.1,0.214,0.00050435,268.1666667
268,9,13.05,0.214,0.00057115,268.1875
269,0,12.9,0.213,0.0004855,269
269,1,12.9,0.213,0.0004967,269.0208333
269,10,12.85,0.213,0.0006174,269.2083333
269,11,12.95,0.213,0.00088405,269.2291667
269,12,12.95,0.213,0.0010376,269.25
269,13,13.05,0.213,0.00112595,269.2708333
269,14,13.15,0.213,0.0011998,269.2916667
269,15,13.2,0.212,0.0010934,269.3125
269,16,13.2,0.212,0.0010826,269.3333333
269,17,13.3,0.212,0.00124905,269.3541667
269,18,13.4,0.212,0.00118985,269.375
269,19,13.5,0.212,0.0012113,269.3958333
269,2,12.75,0.213,0.00054225,269.0416667
269,20,13.5,0.212,0.00125515,269.4166667
269,21,13.6,0.212,0.00118025,269.4375
269,22,13.65,0.212,0.00127755,269.4583333
269,23,13.6,0.212,0.0013317,269.4791667
269,3,12.8,0.213,0.0006773,269.0625
269,4,12.8,0.213,0.0006171,269.0833333
269,5,12.75,0.213,0.00058645,269.1041667
269,6,12.7,0.213,0.00048365,269.125
269,7,12.7,0.213,0.00063505,269.1458333
269,8,12.7,0.213,0.0006132,269.1666667
269,9,12.75,0.213,0.00095645,269.1875
270,0,13.65,0.212,0.0011932,270
270,1,13.7,0.212,0.00094665,270.0208333
270,10,13.75,0.2615,0.000836,270.2083333
270,11,14.25,0.2585,0.000621,270.2291667
270,12,14.3,0.255,0.00077935,270.25
270,13,14.2,0.25,0.0009868,270.2708333
270,14,14.2,0.246,0.0008033,270.2916667
270,15,14.1,0.2435,0.00092945,270.3125
270,16,14.15,0.242,0.00104165,270.3333333
270,17,14.2,0.2405,0.00107815,270.3541667
270,18,14.2,0.2395,0.0007252,270.375
270,19,14.25,0.2385,0.00079095,270.3958333
270,2,13.75,0.2125,0.0008322,270.0416667
270,20,14.2,0.238,0.0006762,270.4166667
270,21,14.2,0.237,0.0007296,270.4375
270,22,14.125,0.23625,0.0011456,270.4583333
270,23,14.1,0.236,0.00107145,270.4791667
270,3,13.8,0.214,0.0007945,270.0625
270,4,13.7,0.2435,0.00077115,270.0833333
270,5,13.7,0.2575,0.0008388,270.1041667
270,6,13.7,0.259,0.00087125,270.125
270,7,13.8,0.259,0.0006618,270.1458333
270,8,13.8,0.26,0.0007573,270.1666667
270,9,13.75,0.2615,NA,270.1875
271,0,14.1,0.2355,0.00072885,271
271,1,14,0.235,0.0008234,271.0208333
271,10,13.9,0.232,0.0009138,271.2083333
271,11,14.2,0.231,0.00090665,271.2291667
271,12,14.05,0.231,0.00070165,271.25
271,13,13.9,0.2305,0.0005764,271.2708333
271,14,14,0.23,0.00077635,271.2916667
271,15,13.8,0.2295,0.0007098,271.3125
271,16,13.75,0.229,0.00068155,271.3333333
271,17,13.8,0.229,0.000626,271.3541667
271,18,13.75,0.2285,0.00069655,271.375
271,19,13.7,0.2285,0.00066985,271.3958333
271,2,13.95,0.235,0.00103915,271.0416667
271,20,13.7,0.2295,0.00061535,271.4166667
271,21,13.6,0.2305,0.00059765,271.4375
271,22,13.55,0.2315,0.00077075,271.4583333
271,23,13.5,0.2335,0.00078735,271.4791667
271,3,13.85,0.234,0.0007984,271.0625
271,4,13.8,0.234,0.0008788,271.0833333
271,5,13.8,0.233,0.00065925,271.1041667
271,6,13.7,0.233,0.0009478,271.125
271,7,13.75,0.233,0.0008005,271.1458333
271,8,13.75,0.232,0.0008256,271.1666667
271,9,13.65,0.232,0.00077675,271.1875
272,0,13.5,0.2345,0.0008416,272
272,1,13.4,0.235,0.00058745,272.0208333
272,10,13.15,0.233,0.0005887,272.2083333
272,11,13.15,0.233,0.00066035,272.2291667
272,12,13.1,0.232,0.0005777,272.25
272,13,13.1,0.232,0.00051875,272.2708333
272,14,13.05,0.2315,0.00052285,272.2916667
272,15,13.05,0.231,0.0005186,272.3125
272,16,12.95,0.231,0.0006225,272.3333333
272,17,12.8,0.231,0.0006454,272.3541667
272,18,12.7,0.23,0.0005704,272.375
272,19,12.6,0.23,0.00060465,272.3958333
272,2,13.3,0.235,0.0007389,272.0416667
272,20,12.55,0.23,0.00060855,272.4166667
272,21,12.4,0.23,0.00072975,272.4375
272,22,12.35,0.23,0.00066805,272.4583333
272,23,12.15,0.229,0.00062865,272.4791667
272,3,13.3,0.235,0.00075005,272.0625
272,4,13.25,0.235,0.00080475,272.0833333
272,5,13.2,0.2345,0.00069215,272.1041667
272,6,13.15,0.234,0.0006955,272.125
272,7,13.2,0.234,7.00E-04,272.1458333
272,8,13.15,0.234,0.0006456,272.1666667
272,9,13.25,0.2335,0.0007107,272.1875
273,0,12.1,0.229,0.0005563,273
273,1,11.95,0.229,0.0006913,273.0208333
273,10,11.6,0.228,0.0004011,273.2083333
273,11,11.75,0.228,0.00050825,273.2291667
273,12,11.7,0.2275,0.00054995,273.25
273,13,11.75,0.227,0.0005391,273.2708333
273,14,11.8,0.227,0.0005229,273.2916667
273,15,11.75,0.227,0.00049025,273.3125
273,16,11.7,0.227,0.0004998,273.3333333
273,17,11.65,0.2265,0.0006131,273.3541667
273,18,11.6,0.226,0.0005976,273.375
273,19,11.65,0.226,0.00051265,273.3958333
273,2,11.85,0.229,0.0005485,273.0416667
273,20,11.55,0.226,0.00055245,273.4166667
273,21,11.45,0.226,0.0006044,273.4375
273,22,11.35,0.226,0.0005803,273.4583333
273,23,11.3,0.226,0.00051955,273.4791667
273,3,11.75,0.229,0.00062065,273.0625
273,4,11.7,0.229,0.000547,273.0833333
273,5,11.6,0.229,0.0006099,273.1041667
273,6,11.5,0.2285,0.0005719,273.125
273,7,11.55,0.228,0.00059695,273.1458333
273,8,11.6,0.228,0.00054235,273.1666667
273,9,11.35,0.228,0.0005406,273.1875
274,0,11.25,0.226,0.0005558,274
274,1,11.15,0.226,0.00052775,274.0208333
274,10,11.35,0.225,0.0004133,274.2083333
274,11,11.35,0.225,0.00043905,274.2291667
274,12,11.5,0.225,0.00074185,274.25
274,13,11.5,0.225,0.0004532,274.2708333
274,14,11.45,0.225,0.00040475,274.2916667
274,15,11.5,0.225,0.0005587,274.3125
274,16,11.5,0.2245,0.0005037,274.3333333
274,17,11.5,0.224,0.0006392,274.3541667
274,18,11.5,0.224,0.000593,274.375
274,19,11.6,0.224,0.00048355,274.3958333
274,2,11.1,0.226,0.0004143,274.0416667
274,20,11.5,0.224,0.0005196,274.4166667
274,21,11.5,0.224,0.0004891,274.4375
274,22,11.5,0.224,0.0004534,274.4583333
274,23,11.5,0.224,0.00049105,274.4791667
274,3,11.15,0.226,0.0004974,274.0625
274,4,11,0.225,0.00049425,274.0833333
274,5,10.9,0.225,0.000561,274.1041667
274,6,10.85,0.225,0.0005172,274.125
274,7,11.05,0.225,0.0004441,274.1458333
274,8,11.15,0.225,0.0005223,274.1666667
274,9,11.2,0.225,0.00047215,274.1875
275,0,11.4,0.224,0.0005199,275
275,1,11.4,0.224,0.000516,275.0208333
275,10,11.6,0.223,0.00048415,275.2083333
275,11,11.75,0.223,0.0005622,275.2291667
275,12,11.85,0.223,0.0008052,275.25
275,13,11.85,0.222,0.0006995,275.2708333
275,14,11.9,0.222,0.0008632,275.2916667
275,15,12,0.222,0.00086605,275.3125
275,16,12.4,0.222,0.00110945,275.3333333
275,17,12.45,0.222,0.0009679,275.3541667
275,18,12.6,0.222,0.00074245,275.375
275,19,12.65,0.222,0.00076735,275.3958333
275,2,11.5,0.224,0.00045325,275.0416667
275,20,12.7,0.222,0.00100485,275.4166667
275,21,12.7,0.222,0.0010409,275.4375
275,22,12.75,0.222,0.00096645,275.4583333
275,23,12.85,0.222,0.00111245,275.4791667
275,3,11.5,0.224,0.00034535,275.0625
275,4,11.4,0.224,0.00046685,275.0833333
275,5,11.5,0.224,0.0005112,275.1041667
275,6,11.5,0.224,0.00049575,275.125
275,7,11.5,0.2235,0.00055265,275.1458333
275,8,11.5,0.2235,0.00056045,275.1666667
275,9,11.6,0.2235,0.00051165,275.1875
276,0,12.9,0.222,0.0012463,276
276,1,12.9,0.222,0.001244,276.0208333
276,10,13.2,0.232,0.00073425,276.2083333
276,11,13.4,0.232,0.00077035,276.2291667
276,12,13.7,0.232,0.0009563,276.25
276,13,13.4,0.232,0.0012297,276.2708333
276,14,13.35,0.232,0.00096365,276.2916667
276,15,13.35,0.233,0.0010064,276.3125
276,16,13.4,0.2825,0.00099795,276.3333333
276,17,13.4,0.2835,0.0009396,276.3541667
276,18,13.45,0.278,0.00082175,276.375
276,19,13.45,0.274,0.00092,276.3958333
276,2,12.9,0.222,0.00097245,276.0416667
276,20,13.4,0.2805,0.0008342,276.4166667
276,21,13.37857143,0.282910714,NA,276.4375
276,22,13.35,0.280125,NA,276.4583333
276,23,13.32142857,0.277339286,NA,276.4791667
276,3,13,0.222,0.0010424,276.0625
276,4,12.95,0.223,0.00086065,276.0833333
276,5,12.9,0.225,0.00089975,276.1041667
276,6,12.9,0.2295,0.0008201,276.125
276,7,12.95,0.231,0.0007802,276.1458333
276,8,13.05,0.232,0.0008413,276.1666667
276,9,13.1,0.232,0.00062695,276.1875
277,0,13.29285714,0.274553571,NA,277
277,1,13.26428571,0.271767857,NA,277.0208333
277,10,13.00714286,0.246696429,0.000546,277.2083333
277,11,12.95,0.2455,0.00071175,277.2291667
277,12,13.05,0.2445,0.0006039,277.25
277,13,12.85,0.244,0.0005797,277.2708333
277,14,13,0.243,0.00054085,277.2916667
277,15,12.95,0.242,0.00049355,277.3125
277,16,12.8,0.2415,0.0006758,277.3333333
277,17,12.8,0.241,0.0005533,277.3541667
277,18,12.8,0.2405,0.00055885,277.375
277,19,12.7,0.24,0.00061875,277.3958333
277,2,13.23571429,0.268982143,NA,277.0416667
277,20,12.65,0.24,0.00050635,277.4166667
277,21,12.55,0.239,0.00073115,277.4375
277,22,12.45,0.239,0.00061525,277.4583333
277,23,12.4,0.239,0.0005283,277.4791667
277,3,13.20714286,0.266196429,NA,277.0625
277,4,13.17857143,0.263410714,NA,277.0833333
277,5,13.15,0.260625,NA,277.1041667
277,6,13.12142857,0.257839286,NA,277.125
277,7,13.09285714,0.255053571,NA,277.1458333
277,8,13.06428571,0.252267857,NA,277.1666667
277,9,13.03571429,0.249482143,NA,277.1875
278,0,12.3,0.238,0.0004533,278
278,1,12.225,0.238,0.0003741,278.0208333
278,10,12.15,0.236,0.0005144,278.2083333
278,11,12.25,0.236,0.0004076,278.2291667
278,12,12.25,0.2355,0.0007243,278.25
278,13,12.3,0.235,0.00061205,278.2708333
278,14,12.35,0.235,0.0005871,278.2916667
278,15,12.25,0.2345,0.0005501,278.3125
278,16,12.3,0.234,0.000629,278.3333333
278,17,12.31666667,0.234,0.0007961,278.3541667
278,18,12.38333333,0.234,0.0003967,278.375
278,19,12.3,0.234,0.00046395,278.3958333
278,2,12.15,0.238,0.0004962,278.0416667
278,20,12.25,0.2335,0.00061095,278.4166667
278,21,12.2,0.233,0.0004314,278.4375
278,22,12.1,0.233,0.00049235,278.4583333
278,23,12,0.233,0.0005508,278.4791667
278,3,12.1,0.238,0.00051655,278.0625
278,4,12,0.237,0.00056775,278.0833333
278,5,11.925,0.237,0.000553,278.1041667
278,6,11.9,0.237,0.0005304,278.125
278,7,11.95,0.237,0.00051915,278.1458333
278,8,12.1,0.2365,0.00057735,278.1666667
278,9,12.2,0.236,0.0005646,278.1875
279,0,12,0.233,0.00042365,279
279,1,12,0.233,0.0004954,279.0208333
279,10,11.85,0.232,0.0008056,279.2083333
279,11,12.1,0.232,0.00053375,279.2291667
279,12,12.1,0.232,0.0002959,279.25
279,13,12.1,0.232,NA,279.2708333
279,14,12.1,0.2315,0.00048225,279.2916667
279,15,12.1,0.231,0.000682,279.3125
279,16,12.15,0.231,0.00060705,279.3333333
279,17,12.2,0.231,0.0006145,279.3541667
279,18,12.1,0.231,0.0006725,279.375
279,19,12.1,0.231,0.00044605,279.3958333
279,2,12,0.233,0.0004872,279.0416667
279,20,12.1,0.231,0.0003888,279.4166667
279,21,12,0.23,0.0006688,279.4375
279,22,12,0.23,0.0007136,279.4583333
279,23,11.9625,0.23,NA,279.4791667
279,3,11.95,0.233,0.0004486,279.0625
279,4,11.85,0.2325,NA,279.0833333
279,5,11.8,0.232,0.00061015,279.1041667
279,6,11.8,0.232,0.00058965,279.125
279,7,11.9,0.232,0.0006933,279.1458333
279,8,11.95,0.232,0.0007639,279.1666667
279,9,11.95,0.232,0.000684,279.1875
280,0,11.9125,0.23,0.0003114,280
280,1,11.8,0.2305,0.0004565,280.0208333
280,10,11.8,0.2785,0.0004673,280.2083333
280,11,11.9,0.2705,0.00048915,280.2291667
280,12,11.8,0.2645,0.0005304,280.25
280,13,11.85,0.26,0.00056795,280.2708333
280,14,11.8,0.2575,0.0004073,280.2916667
280,15,11.85,0.2545,0.00050725,280.3125
280,16,11.8,0.253,0.00067215,280.3333333
280,17,11.8,0.2515,0.00055295,280.3541667
280,18,11.8,0.25,0.00060365,280.375
280,19,11.8,0.249,0.0004762,280.3958333
280,2,11.8,0.23325,0.0004099,280.0416667
280,20,11.75,0.248,0.0005242,280.4166667
280,21,11.7,0.247,0.0004553,280.4375
280,22,11.6,0.2465,0.0005178,280.4583333
280,23,11.6,0.246,0.00047215,280.4791667
280,3,11.7,0.239,0.00051315,280.0625
280,4,11.6,0.2575,0.000395,280.0833333
280,5,11.6,0.2655,0.0005187,280.1041667
