DOY,hour,SoilT,SoilM,flux,time
113,0,7.1,0.227,NA,113
113,1,7.1,0.227,NA,113.0208333
113,10,7.0375,0.226875,0.0004251,113.2083333
113,11,7.1875,0.226375,NA,113.2291667
113,12,7.25,0.226,0.0001863,113.25
113,13,7.05,0.226,0.000268,113.2708333
113,14,6.988461538,0.225653846,NA,113.2916667
113,15,6.973076923,0.225192308,NA,113.3125
113,16,6.957692308,0.224730769,NA,113.3333333
113,17,6.942307692,0.224269231,NA,113.3541667
113,18,6.926923077,0.223807692,NA,113.375
113,19,6.911538462,0.223346154,NA,113.3958333
113,2,7.1,0.227,NA,113.0416667
113,20,6.85,0.223,0.0002216,113.4166667
113,21,6.65,0.223,0.0003741,113.4375
113,22,6.475,0.2229375,0.000242,113.4583333
113,23,6.375,0.2226875,NA,113.4791667
113,3,7.1,0.227,NA,113.0625
113,4,7.1,0.227,NA,113.0833333
113,5,7.1,0.227,NA,113.1041667
113,6,7.1,0.227,NA,113.125
113,7,7.1,0.227,NA,113.1458333
113,8,7.1,0.227,NA,113.1666667
113,9,7.1,0.227,0.0001799,113.1875
114,0,6.275,0.2224375,NA,114
114,1,6.175,0.2221875,NA,114.0208333
114,10,7.6,0.221,NA,114.2083333
114,11,8,0.221,0.000244,114.2291667
114,12,8,0.221,0.0003125,114.25
114,13,7.75,0.221,0.0005171,114.2708333
114,14,8.35,0.221,0.0003381,114.2916667
114,15,8,0.221,0.0003484,114.3125
114,16,8.05,0.22,0.000413,114.3333333
114,17,8.2,0.22,0.0004388,114.3541667
114,18,8.3,0.22,0.00034695,114.375
114,19,8.2,0.22,0.0002925,114.3958333
114,2,6.075,0.222,0.0002942,114.0416667
114,20,8,0.22,0.0003326,114.4166667
114,21,7.95,0.219,0.0002695,114.4375
114,22,7.65,0.219,0.000199,114.4583333
114,23,7.75,0.219,0.0002193,114.4791667
114,3,5.975,0.222,0.000208,114.0625
114,4,5.9,0.222,0.0002882,114.0833333
114,5,6.05,0.221,0.000358,114.1041667
114,6,6.19,0.221,NA,114.125
114,7,6.31,0.221,NA,114.1458333
114,8,6.533333333,0.221,0.0001548,114.1666667
114,9,7.066666667,0.221,NA,114.1875
115,0,7.65,0.219,NA,115
115,1,7.575,0.219,0.0002541,115.0208333
115,10,8.9,0.218,0.0005868,115.2083333
115,11,9.533333333,0.218,0.0013428,115.2291667
115,12,9.666666667,0.218,0.0003875,115.25
115,13,9.4,0.218,0.0002934,115.2708333
115,14,10.05,0.218,0.0008949,115.2916667
115,15,9.9,0.218,0.00052205,115.3125
115,16,9.85,0.218,0.0004574,115.3333333
115,17,10.05,0.218,0.00077845,115.3541667
115,18,10.1,0.218,0.00040225,115.375
115,19,10.05,0.218,0.0005457,115.3958333
115,2,7.5,0.219,0.00027055,115.0416667
115,20,9.983333333,0.217833333,0.0004985,115.4166667
115,21,9.916666667,0.217166667,0.0004914,115.4375
115,22,9.85,0.217,0.0003062,115.4583333
115,23,9.8,0.217,0.0004023,115.4791667
115,3,7.3,0.219,0.00029755,115.0625
115,4,7.25,0.219,0.0002066,115.0833333
115,5,7.525,0.219,0.000299,115.1041667
115,6,7.85,0.218,0.00037045,115.125
115,7,7.6,0.218,0.0002894,115.1458333
115,8,8,0.218,0.0003042,115.1666667
115,9,8.4,0.218,NA,115.1875
116,0,9.6,0.217,NA,116
116,1,9.4,0.217,0.0003726,116.0208333
116,10,10.46666667,0.217,0.0002562,116.2083333
116,11,11.13333333,0.217,0.0009002,116.2291667
116,12,11.1,0.216,0.0004438,116.25
116,13,11.65,0.216,0.0005143,116.2708333
116,14,11.375,0.216,0.0003817,116.2916667
116,15,11.5,0.216,0.00048765,116.3125
116,16,11.3,0.216,0.00061925,116.3333333
116,17,11.4,0.216,0.00051105,116.3541667
116,18,11.4,0.216,0.00060825,116.375
116,19,11.45,0.216,0.0004875,116.3958333
116,2,9.7,0.217,0.00051795,116.0416667
116,20,11.2875,0.215875,0.0004656,116.4166667
116,21,11.2375,0.215375,NA,116.4375
116,22,11.1625,0.215,0.0005237,116.4583333
116,23,11.0125,0.215,NA,116.4791667
116,3,9.4,0.217,0.0006453,116.0625
116,4,9.45,0.217,0.0003276,116.0833333
116,5,9.55,0.217,0.00037165,116.1041667
116,6,9.65,0.217,0.0004745,116.125
116,7,9.5,0.217,0.00044985,116.1458333
116,8,9.875,0.217,0.0004783,116.1666667
116,9,9.775,0.217,0.0004672,116.1875
117,0,10.8,0.215,0.00035265,117
117,1,10.64,0.215,NA,117.0208333
117,10,11.05,0.215,NA,117.2083333
117,11,12.05,0.215,0.0004574,117.2291667
117,12,11.85,0.215,0.000455,117.25
117,13,11.65,0.215,0.0006429,117.2708333
117,14,11.85,0.215,NA,117.2916667
117,15,12.1,0.215,0.00061375,117.3125
117,16,12,0.215,0.00061335,117.3333333
117,17,12,0.214,0.00057685,117.3541667
117,18,12,0.214,0.0004618,117.375
117,19,11.95,0.214,NA,117.3958333
117,2,10.56,0.215,NA,117.0416667
117,20,11.9,0.214,0.00029275,117.4166667
117,21,11.825,0.214,NA,117.4375
117,22,11.725,0.214,NA,117.4583333
117,23,11.625,0.214,0.0002994,117.4791667
117,3,10.45,0.215,0.0003104,117.0625
117,4,10.3,0.215,0.0003491,117.0833333
117,5,10.4875,0.215,NA,117.1041667
117,6,10.7375,0.215,0.0002616,117.125
117,7,10.3,0.215,0.0003058,117.1458333
117,8,10.46666667,0.215,0.0002679,117.1666667
117,9,10.33333333,0.215,0.0005196,117.1875
118,0,11.5,0.214,NA,118
118,1,11.35,0.214,0.0002884,118.0208333
118,10,12.075,0.214,0.0005014,118.2083333
118,11,12.375,0.214,NA,118.2291667
118,12,12.8,0.214,0.0005079,118.25
118,13,12.86666667,0.213,0.0006252,118.2708333
118,14,13.13333333,0.213,0.0006645,118.2916667
118,15,13.1,0.213,NA,118.3125
118,16,13,0.213,0.0005992,118.3333333
118,17,13.075,0.213,0.0005818,118.3541667
118,18,13.2,0.213,0.00025305,118.375
118,19,13.05,0.213,0.0002301,118.3958333
118,2,11.15,0.214,0.0001521,118.0416667
118,20,12.925,0.213,0.0002296,118.4166667
118,21,12.775,0.213,0.0003084,118.4375
118,22,12.7,0.213,0.00023725,118.4583333
118,23,12.475,0.21225,0.0004784,118.4791667
118,3,11.11,0.214,0.0002179,118.0625
118,4,11.15,0.214,NA,118.0833333
118,5,11.19,0.214,0.000206,118.1041667
118,6,11.1,0.214,NA,118.125
118,7,11.05,0.214,0.0004664,118.1458333
118,8,11.35,0.214,0.00063625,118.1666667
118,9,11.2,0.214,0.0004739,118.1875
119,0,12.05,0.212,0.0002586,119
119,1,11.8,0.212,0.00032625,119.0208333
119,10,11.5,0.212,0.0002427,119.2083333
119,11,11.9,0.212,0.001353,119.2291667
119,12,12.25,0.212,0.0003759,119.25
119,13,12.2,0.2105,0.0003789,119.2708333
119,14,11.675,0.209,0.0004373,119.2916667
119,15,12.15,0.209,0.00037745,119.3125
119,16,12,0.209,0.0003982,119.3333333
119,17,11.6,0.209,0.0004402,119.3541667
119,18,11.5,0.209,0.00053425,119.375
119,19,11.45,0.209,0.0004727,119.3958333
119,2,11.55,0.212,NA,119.0416667
119,20,11.325,0.209,0.0004315,119.4166667
119,21,11.05,0.209,0.00040505,119.4375
119,22,10.75,0.209,0.0003902,119.4583333
119,23,10.625,0.209,0.0003439,119.4791667
119,3,11.3,0.212,0.0003048,119.0625
119,4,11.1,0.212,0.00035285,119.0833333
119,5,11.025,0.212,0.0003309,119.1041667
119,6,11.1,0.212,0.0002788,119.125
119,7,11.025,0.212,0.0004514,119.1458333
119,8,11,0.212,0.0002063,119.1666667
119,9,10.8,0.212,0.00030695,119.1875
120,0,10.35,0.209,0.00036445,120
120,1,10.2,0.209,0.0004116,120.0208333
120,10,10.025,0.209,0.0002909,120.2083333
120,11,10.55,0.209,0.0004528,120.2291667
120,12,11.15,0.209,0.0003289,120.25
120,13,10.9,0.209,0.00028045,120.2708333
120,14,11,0.208,0.00032705,120.2916667
120,15,11.2,0.208,0.00037775,120.3125
120,16,11.1,0.208,0.0002294,120.3333333
120,17,11.15,0.208,0.0002946,120.3541667
120,18,11.05,0.208,0.0002786,120.375
120,19,10.9,0.208,0.00030865,120.3958333
120,2,10.05,0.2085,0.00029665,120.0416667
120,20,10.9,0.208,0.00044475,120.4166667
120,21,10.75,0.208,0.0002613,120.4375
120,22,10.6,0.208,0.0004013,120.4583333
120,23,10.45,0.208,0.00039715,120.4791667
120,3,9.85,0.208,0.00037685,120.0625
120,4,9.65,0.208,0.0003783,120.0833333
120,5,9.55,0.208,0.00038075,120.1041667
120,6,9.7,0.208,0.0002791,120.125
120,7,9.95,0.208,0.0003019,120.1458333
120,8,10.05,0.20825,0.0003371,120.1666667
120,9,10.125,0.209,0.0001891,120.1875
121,0,10.5,0.208,0.0004353,121
121,1,10.45,0.208,0.0003694,121.0208333
121,10,10.13333333,0.208,0.000281,121.2083333
121,11,10.2,0.208,NA,121.2291667
121,12,10.31666667,0.208,0.0005996,121.25
121,13,10.38333333,0.208,0.0003146,121.2708333
121,14,10.45,0.208,0.0003805,121.2916667
121,15,10.5,0.208,0.00048595,121.3125
121,16,10.5,0.208,0.000491,121.3333333
121,17,10.5,0.208,0.0003693,121.3541667
121,18,10.55,0.208,0.00047205,121.375
121,19,10.65,0.208,0.0004187,121.3958333
121,2,10.3,0.208,0.0004051,121.0416667
121,20,10.7,0.208,0.0003957,121.4166667
121,21,10.725,0.208,0.0005122,121.4375
121,22,10.7,0.208,0.00041655,121.4583333
121,23,10.525,0.208,0.0004014,121.4791667
121,3,10.2,0.208,0.0003392,121.0625
121,4,10.2,0.208,0.000383,121.0833333
121,5,10.2,0.208,0.0003544,121.1041667
121,6,10.2,0.208,NA,121.125
121,7,10.2,0.208,0.0002506,121.1458333
121,8,10.25,0.208,NA,121.1666667
121,9,10.26666667,0.208,0.0003063,121.1875
122,0,10.525,0.208,0.0004363,122
122,1,10.6,0.208,0.0004696,122.0208333
122,10,11,0.211,0.0005282,122.2083333
122,11,10.98333333,0.21,0.0003925,122.2291667
122,12,12.11666667,0.21,0.0004848,122.25
122,13,11.75,0.21,0.00051145,122.2708333
122,14,11.9,0.21,0.00053225,122.2916667
122,15,11.85,0.21,0.00042475,122.3125
122,16,11.8,0.21,0.00041975,122.3333333
122,17,11.325,0.21,0.0004792,122.3541667
122,18,11.35,0.21,0.00035715,122.375
122,19,11.15,0.2095,0.0004521,122.3958333
122,2,10.525,0.20825,0.0004096,122.0416667
122,20,11.1,0.209,0.0005112,122.4166667
122,21,10.9,0.209,0.0005509,122.4375
122,22,10.65,0.209,0.00053525,122.4583333
122,23,10.45,0.209,0.00042505,122.4791667
122,3,10.625,0.20925,NA,122.0625
122,4,10.65,0.2105,0.0004296,122.0833333
122,5,10.5,0.211,0.00034845,122.1041667
122,6,10.5,0.211,0.000454,122.125
122,7,10.35,0.211,0.00031395,122.1458333
122,8,10.65,0.211,0.0004252,122.1666667
122,9,10.8,0.211,0.00041135,122.1875
123,0,10.275,0.209,0.0004322,123
123,1,10.13333333,0.209,0.0005128,123.0208333
123,10,9.95,0.209,0.0003309,123.2083333
123,11,10.1,0.209,0.00037425,123.2291667
123,12,10.4,0.209,0.00028435,123.25
123,13,9.95,0.209,0.00043255,123.2708333
123,14,10.2,0.209,0.0004581,123.2916667
123,15,10.375,0.209,0.0004609,123.3125
123,16,10.2,0.209,0.0004332,123.3333333
123,17,10.1,0.209,0.00042575,123.3541667
123,18,10.15,0.209,0.00061225,123.375
123,19,10.175,0.209,0.0003139,123.3958333
123,2,9.866666667,0.209,0.0003381,123.0416667
123,20,10.1,0.209,0.00040565,123.4166667
123,21,10.0625,0.209,NA,123.4375
123,22,10.0125,0.209,0.0003489,123.4583333
123,23,9.95,0.209,0.0004679,123.4791667
123,3,9.7,0.209,0.0004378,123.0625
123,4,9.65,0.209,0.00039915,123.0833333
123,5,9.65,0.209,0.0007347,123.1041667
123,6,9.9,0.209,0.00028905,123.125
123,7,10.15,0.209,0.00035015,123.1458333
123,8,10,0.209,0.0003556,123.1666667
123,9,10,0.209,0.0003737,123.1875
124,0,9.85,0.209,0.00045945,124
124,1,9.8,0.209,0.0003704,124.0208333
124,10,10.2,0.209,0.0004115,124.2083333
124,11,10.2,0.209,0.00040195,124.2291667
124,12,10.4,0.209,0.00045715,124.25
124,13,10.6,0.209,0.0003715,124.2708333
124,14,10.425,0.209,0.0004711,124.2916667
124,15,10.65,0.209,0.0004789,124.3125
124,16,10.65,0.209,0.0003844,124.3333333
124,17,10.5,0.209,0.00052545,124.3541667
124,18,10.5,0.208,0.00049495,124.375
124,19,10.6,0.208,0.00044305,124.3958333
124,2,9.8,0.209,0.0004472,124.0416667
124,20,10.6,0.208,0.00047915,124.4166667
124,21,10.525,0.208,0.0003878,124.4375
124,22,10.4,0.208,0.0004873,124.4583333
124,23,10.325,0.208,0.0004295,124.4791667
124,3,9.65,0.209,0.0004483,124.0625
124,4,9.6,0.209,0.0004853,124.0833333
124,5,9.6,0.209,0.00046055,124.1041667
124,6,9.7,0.209,0.0004013,124.125
124,7,9.775,0.209,0.000272,124.1458333
124,8,9.925,0.209,0.0003506,124.1666667
124,9,10.2,0.209,0.0003926,124.1875
125,0,10.275,0.208,0.000538,125
125,1,10.2,0.2085,0.0003526,125.0208333
125,10,9.95,0.209,0.0002143,125.2083333
125,11,9.925,0.21,0.0004949,125.2291667
125,12,9.95,0.21,0.0006884,125.25
125,13,9.85,0.21,0.0003884,125.2708333
125,14,9.9,0.21,NA,125.2916667
125,15,9.875,0.21,0.0003157,125.3125
125,16,9.8,0.21,0.0003322,125.3333333
125,17,9.8,0.21075,0.0003361,125.3541667
125,18,9.7,0.211,0.0003984,125.375
125,19,9.7,0.211,0.00031345,125.3958333
125,2,10.125,0.209,0.000364,125.0416667
125,20,9.583333333,0.211,0.0002824,125.4166667
125,21,9.516666667,0.211,0.0005749,125.4375
125,22,9.5,0.211,0.00026245,125.4583333
125,23,9.483333333,0.211,0.0002729,125.4791667
125,3,10.05,0.209,0.0002729,125.0625
125,4,9.925,0.209,0.0008264,125.0833333
125,5,9.9,0.209,0.0003768,125.1041667
125,6,9.9,0.209,0.0003792,125.125
125,7,10,0.209,NA,125.1458333
125,8,10.05,0.209,0.0002916,125.1666667
125,9,10.075,0.209,0.0001465,125.1875
126,0,9.416666667,0.211,0.0005967,126
126,1,9.35,0.2115,0.00036025,126.0208333
126,10,9.65,0.2305,0.00050925,126.2083333
126,11,10.15,0.2285,0.00050925,126.2291667
126,12,11,0.22725,0.0006182,126.25
126,13,10.35,0.2255,0.00061945,126.2708333
126,14,10.95,0.2245,0.0006077,126.2916667
126,15,10.6,0.2235,0.0006208,126.3125
126,16,10.65,0.223,0.00055025,126.3333333
126,17,10.65,0.222,0.00055565,126.3541667
126,18,10.7,0.2215,0.00056245,126.375
126,19,10.7,0.221,0.00051845,126.3958333
126,2,9.3,0.22625,0.0006761,126.0416667
126,20,10.75,0.22,0.0005463,126.4166667
126,21,10.6,0.22,0.0004946,126.4375
126,22,10.6,0.21925,0.000512,126.4583333
126,23,10.5,0.219,0.0006156,126.4791667
126,3,9.2,0.236,NA,126.0625
126,4,9.1,0.2405,0.00048545,126.0833333
126,5,9,0.243,0.0004259,126.1041667
126,6,9.05,0.243,NA,126.125
126,7,9.2,0.241,0.00041935,126.1458333
126,8,9.15,0.236,0.0004407,126.1666667
126,9,9.425,0.23275,0.0002194,126.1875
127,0,10.45,0.221,0.0004494,127
127,1,10.4375,0.233875,NA,127.0208333
127,10,10.5,0.2335,0.0006251,127.2083333
127,11,10.4,0.2315,0.0006108,127.2291667
127,12,10.85,0.2295,0.00066215,127.25
127,13,10.9,0.2285,0.00061145,127.2708333
127,14,11.15,0.2275,0.0006865,127.2916667
127,15,10.9,0.227,0.0008201,127.3125
127,16,11,0.226,0.00068095,127.3333333
127,17,11.23333333,0.228,0.0005299,127.3541667
127,18,11.76666667,0.24,0.0008837,127.375
127,19,11.75,0.238,0.00077265,127.3958333
127,2,10.4875,0.248375,0.0010637,127.0416667
127,20,11.6,0.234,0.0007418,127.4166667
127,21,11.60576923,0.232876374,NA,127.4375
127,22,11.61346154,0.232711538,NA,127.4583333
127,23,11.62115385,0.232546703,NA,127.4791667
127,3,10.39166667,0.25425,0.0010215,127.0625
127,4,10.35833333,0.25525,NA,127.0833333
127,5,10.325,0.25625,NA,127.1041667
127,6,10.3,0.25375,0.0009986,127.125
127,7,10.25,0.242,0.00052475,127.1458333
127,8,10.4,0.238,0.0005594,127.1666667
127,9,10.35,0.2355,0.0005504,127.1875
128,0,11.62884615,0.232381868,NA,128
128,1,11.63653846,0.232217033,NA,128.0208333
128,10,11.70576923,0.230733516,NA,128.2083333
128,11,11.71346154,0.230568681,NA,128.2291667
128,12,11.72115385,0.230403846,NA,128.25
128,13,11.72884615,0.230239011,NA,128.2708333
128,14,11.73653846,0.230074176,NA,128.2916667
128,15,11.74423077,0.229909341,NA,128.3125
128,16,11.75192308,0.229744505,NA,128.3333333
128,17,11.75961538,0.22957967,NA,128.3541667
128,18,11.76730769,0.229414835,NA,128.375
128,19,11.775,0.22925,NA,128.3958333
128,2,11.64423077,0.232052198,NA,128.0416667
128,20,11.78269231,0.229085165,NA,128.4166667
128,21,11.79038462,0.22892033,NA,128.4375
128,22,11.79807692,0.228755495,NA,128.4583333
128,23,11.80576923,0.228590659,NA,128.4791667
128,3,11.65192308,0.231887363,NA,128.0625
128,4,11.65961538,0.231722527,NA,128.0833333
128,5,11.66730769,0.231557692,NA,128.1041667
128,6,11.675,0.231392857,NA,128.125
128,7,11.68269231,0.231228022,NA,128.1458333
128,8,11.69038462,0.231063187,NA,128.1666667
128,9,11.69807692,0.230898352,NA,128.1875
129,0,11.81346154,0.228425824,NA,129
129,1,11.82115385,0.228260989,NA,129.0208333
129,10,11.89038462,0.226777473,NA,129.2083333
129,11,11.89807692,0.226612637,NA,129.2291667
129,12,11.90576923,0.226447802,NA,129.25
129,13,11.91346154,0.226282967,NA,129.2708333
129,14,11.92115385,0.226118132,NA,129.2916667
129,15,11.92884615,0.225953297,NA,129.3125
129,16,11.93653846,0.225788462,NA,129.3333333
129,17,11.94423077,0.225623626,NA,129.3541667
129,18,11.95192308,0.225458791,NA,129.375
129,19,11.95961538,0.225293956,NA,129.3958333
129,2,11.82884615,0.228096154,NA,129.0416667
129,20,11.96730769,0.225129121,NA,129.4166667
129,21,11.975,0.224964286,NA,129.4375
129,22,11.98269231,0.224799451,NA,129.4583333
129,23,11.99038462,0.224634615,NA,129.4791667
129,3,11.83653846,0.227931319,NA,129.0625
129,4,11.84423077,0.227766484,NA,129.0833333
129,5,11.85192308,0.227601648,NA,129.1041667
129,6,11.85961538,0.227436813,NA,129.125
129,7,11.86730769,0.227271978,NA,129.1458333
129,8,11.875,0.227107143,NA,129.1666667
129,9,11.88269231,0.226942308,NA,129.1875
130,0,11.99807692,0.22446978,NA,130
130,1,12.00576923,0.224304945,NA,130.0208333
130,10,12.075,0.222821429,NA,130.2083333
130,11,12.08269231,0.222656593,NA,130.2291667
130,12,12.09038462,0.222491758,NA,130.25
130,13,12.09807692,0.222326923,NA,130.2708333
130,14,12.10576923,0.222162088,NA,130.2916667
130,15,12.11346154,0.221997253,NA,130.3125
130,16,12.12115385,0.221832418,NA,130.3333333
130,17,12.12884615,0.221667582,NA,130.3541667
130,18,12.13653846,0.221502747,NA,130.375
130,19,12.14423077,0.221337912,NA,130.3958333
130,2,12.01346154,0.22414011,NA,130.0416667
130,20,12.15192308,0.221173077,NA,130.4166667
130,21,12.15961538,0.221008242,NA,130.4375
130,22,12.16730769,0.220843407,NA,130.4583333
130,23,12.175,0.220678571,NA,130.4791667
130,3,12.02115385,0.223975275,NA,130.0625
130,4,12.02884615,0.22381044,NA,130.0833333
130,5,12.03653846,0.223645604,NA,130.1041667
130,6,12.04423077,0.223480769,NA,130.125
130,7,12.05192308,0.223315934,NA,130.1458333
130,8,12.05961538,0.223151099,NA,130.1666667
130,9,12.06730769,0.222986264,NA,130.1875
131,0,12.18269231,0.220513736,NA,131
131,1,12.19038462,0.220348901,NA,131.0208333
131,10,12.25961538,0.218865385,NA,131.2083333
131,11,12.26730769,0.218700549,NA,131.2291667
131,12,12.275,0.218535714,NA,131.25
131,13,12.28269231,0.218370879,NA,131.2708333
131,14,12.29038462,0.218206044,NA,131.2916667
131,15,12.29807692,0.218041209,0.0006939,131.3125
131,16,12.45,0.218,0.0005586,131.3333333
131,17,12.85,0.218,0.0004348,131.3541667
131,18,12.95,0.217,0.0007052,131.375
131,19,12.8,0.217,0.00056,131.3958333
131,2,12.19807692,0.220184066,NA,131.0416667
131,20,12.45,0.217,0.00061795,131.4166667
131,21,12.05,0.217,0.0005205,131.4375
131,22,11.85,0.217,0.0004101,131.4583333
131,23,11.65,0.217,0.00064195,131.4791667
131,3,12.20576923,0.220019231,NA,131.0625
131,4,12.21346154,0.219854396,NA,131.0833333
131,5,12.22115385,0.21968956,NA,131.1041667
131,6,12.22884615,0.219524725,NA,131.125
131,7,12.23653846,0.21935989,NA,131.1458333
131,8,12.24423077,0.219195055,NA,131.1666667
131,9,12.25192308,0.21903022,NA,131.1875
132,0,11.5,0.217,0.0005435,132
132,1,11.275,0.217,0.0004448,132.0208333
132,10,10,0.216,0.00035115,132.2083333
132,11,10.25,0.216,0.00043515,132.2291667
132,12,11.1,0.216,0.00041775,132.25
132,13,11.4,0.216,0.0005708,132.2708333
132,14,11.9,0.215,0.00050525,132.2916667
132,15,11.5,0.215,0.00051655,132.3125
132,16,11.8,0.215,0.00043565,132.3333333
132,17,11.95,0.215,0.00050775,132.3541667
132,18,12.1,0.215,0.0005887,132.375
132,19,12.1,0.215,0.00060495,132.3958333
132,2,11.05,0.217,0.0004451,132.0416667
132,20,11.975,0.215,0.0006044,132.4166667
132,21,11.8,0.215,0.00064965,132.4375
132,22,11.4,0.215,0.00056745,132.4583333
132,23,11.45,0.215,0.0004662,132.4791667
132,3,10.84,0.2169,0.000382,132.0625
132,4,10.6,0.2165,NA,132.0833333
132,5,10.36,0.2161,0.0002766,132.1041667
132,6,10.15,0.216,0.0003559,132.125
132,7,10,0.216,0.0002779,132.1458333
132,8,10,0.216,0.0003014,132.1666667
132,9,10.075,0.216,0.0003139,132.1875
133,0,10.75,0.214,0.00046565,133
133,1,10.65,0.214,0.00045585,133.0208333
133,10,9.8,0.214,0.0004435,133.2083333
133,11,10.15,0.214,0.0004669,133.2291667
133,12,10.8,0.2155,0.00047035,133.25
133,13,11.85,0.215,0.00048375,133.2708333
133,14,12.45,0.215,0.0008309,133.2916667
133,15,12.85,0.2145,0.000485,133.3125
133,16,13,0.214,0.0004308,133.3333333
133,17,13.05,0.214,0.00042045,133.3541667
133,18,13.05,0.214,0.00042535,133.375
133,19,12.95,0.214,0.000443,133.3958333
133,2,10.45,0.214,0.00054425,133.0416667
133,20,12.725,0.214,0.0005733,133.4166667
133,21,12.45,0.214,0.0005832,133.4375
133,22,12.15,0.214,0.0005282,133.4583333
133,23,11.5,0.214,0.00042645,133.4791667
133,3,10.15,0.214,0.0005158,133.0625
133,4,9.9,0.214,0.0004545,133.0833333
133,5,9.8,0.214,0.00043595,133.1041667
133,6,9.45,0.214,0.0004279,133.125
133,7,9.05,0.214,0.0004791,133.1458333
133,8,9,0.214,0.00044965,133.1666667
133,9,9.4,0.214,0.00040965,133.1875
134,0,11.55,0.214,0.0004205,134
134,1,11.2,0.214,0.0005853,134.0208333
134,10,10.7,0.214,0.0003739,134.2083333
134,11,11.05,0.213,0.00041415,134.2291667
134,12,11.2,0.213,0.0004505,134.25
134,13,11.1,0.2135,0.00046485,134.2708333
134,14,11.025,0.214,0.0002793,134.2916667
134,15,11,0.214,0.00052275,134.3125
134,16,11.1,0.214,0.00061055,134.3333333
134,17,11.175,0.21625,0.0004079,134.3541667
134,18,11.2375,0.2215,NA,134.375
134,19,11.2875,0.2275,0.000459,134.3958333
134,2,10.85,0.214,0.0003393,134.0416667
134,20,11.2,0.23,0.000536,134.4166667
134,21,11.15,0.229,NA,134.4375
134,22,11.21666667,0.227833333,0.0005679,134.4583333
134,23,11.68333333,0.227166667,0.0006981,134.4791667
134,3,10.8,0.214,0.0003672,134.0625
134,4,10.85,0.214,0.0004443,134.0833333
134,5,10.8,0.214,0.00053645,134.1041667
134,6,10.45,0.214,0.0004151,134.125
134,7,10.25,0.214,0.0003787,134.1458333
134,8,10.45,0.214,0.0003845,134.1666667
134,9,10.6,0.214,0.0003715,134.1875
135,0,11.2,0.226,0.0004804,135
135,1,11.15,0.2255,0.00066185,135.0208333
135,10,11,0.2215,NA,135.2083333
135,11,11.1,0.221,0.0008174,135.2291667
135,12,11.8,0.221,0.00079055,135.25
135,13,12.75,0.2205,0.00071715,135.2708333
135,14,12.95,0.22,0.00079445,135.2916667
135,15,13.4,0.22,0.00073075,135.3125
135,16,13.65,0.22,0.0007391,135.3333333
135,17,13.9,0.219,0.00063015,135.3541667
135,18,13.85,0.219,0.0007963,135.375
135,19,13.9,0.219,0.00060915,135.3958333
135,2,11.1,0.225,0.0006129,135.0416667
135,20,13.7,0.2185,0.000593,135.4166667
135,21,13.3,0.218,0.0005802,135.4375
135,22,12.95,0.218,0.00067645,135.4583333
135,23,11.95,0.218,0.0007107,135.4791667
135,3,11.1,0.224,0.00059225,135.0625
135,4,11.1,0.2235,0.0007765,135.0833333
135,5,11.1,0.223,0.0009205,135.1041667
135,6,11.05,0.2225,0.00054505,135.125
135,7,11.075,0.222,0.0004333,135.1458333
135,8,11,0.222,0.00076565,135.1666667
135,9,11.05,0.222,0.00076625,135.1875
136,0,12.4,0.218,0.0006467,136
136,1,12.1,0.218,0.00059725,136.0208333
136,10,11.3,0.217,0.000518,136.2083333
136,11,11.8,0.217,0.00077305,136.2291667
136,12,12.55,0.2165,0.00053415,136.25
136,13,13.25,0.216,0.00046535,136.2708333
136,14,13.35,0.216,0.0006225,136.2916667
136,15,13.5,0.216,0.000709,136.3125
136,16,13.5,0.216,0.0005225,136.3333333
136,17,13.5,0.216,0.00066215,136.3541667
136,18,13.55,0.216,0.00075265,136.375
136,19,13.35,0.216,0.00063335,136.3958333
136,2,11.95,0.2175,0.00061365,136.0416667
136,20,13.15,0.2155,0.00062345,136.4166667
136,21,13.025,0.215,0.0007647,136.4375
136,22,13,0.215,0.0003178,136.4583333
136,23,13.05,0.2215,0.0010678,136.4791667
136,3,11.75,0.217,0.0007253,136.0625
136,4,11.5,0.217,0.00062765,136.0833333
136,5,11.4,0.217,0.0005981,136.1041667
136,6,11.25,0.217,0.0005155,136.125
136,7,11.05,0.217,0.00044165,136.1458333
136,8,11,0.217,0.0005846,136.1666667
136,9,11.1,0.217,0.00050245,136.1875
137,0,13.25,0.2475,0.0008135,137
137,1,13.3,0.2535,0.00080255,137.0208333
137,10,12.375,0.23875,0.0005235,137.2083333
137,11,12.15,0.236,0.00057195,137.2291667
137,12,12,0.2335,0.0004502,137.25
137,13,11.85,0.2325,0.0005872,137.2708333
137,14,12.05,0.23125,0.0007009,137.2916667
137,15,12.15,0.23,0.00052645,137.3125
137,16,11.9,0.229,0.0006382,137.3333333
137,17,11.85,0.228,0.00073985,137.3541667
137,18,11.7,0.227,0.00059795,137.375
137,19,11.7,0.227,0.00057695,137.3958333
137,2,13.3,0.251,0.00079785,137.0416667
137,20,11.55,0.226,0.00063595,137.4166667
137,21,11.35,0.226,0.00049165,137.4375
137,22,11.15,0.2255,NA,137.4583333
137,23,12.05,0.225,0.00050085,137.4791667
137,3,13.3,0.2455,0.0009445,137.0625
137,4,13.3,0.24,0.00057675,137.0833333
137,5,13.45,0.239,0.00050775,137.1041667
137,6,13.75,0.243,0.0004755,137.125
